gkz,Männer,Frauen,diff,class,text
10101,37367.85,34260.08,3107.769999999997,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 3.107,77 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10201,33866.83,31190.44,2676.390000000003,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 2.676,39 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10301,40015.89,33912.11,6103.779999999999,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 6.103,78 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10302,37254.92,32630.88,4624.039999999997,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 4.624,04 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10303,38975.88,32971.82,6004.059999999998,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 6.004,06 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10304,35621.67,32508.76,3112.91,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 3.112,91 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10305,36866.32,31680.27,5186.049999999999,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 5.186,05 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10306,35689.59,31652.29,4037.2999999999956,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 4.037,30 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10307,33867.14,32479.03,1388.1100000000006,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 1.388,11 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10308,38272.54,32476.94,5795.600000000002,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 5.795,60 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10309,37013.49,34395.36,2618.1299999999974,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 2.618,13 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10310,35971,31296.64,4674.360000000001,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 4.674,36 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10311,35885.07,33807.15,2077.9199999999983,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 2.077,92 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10312,37964.56,33135.1,4829.459999999999,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 4.829,46 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10313,36277.92,30921.45,5356.4699999999975,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 5.356,47 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10314,38554.45,33311.55,5242.899999999994,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 5.242,90 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10315,36326.65,31498.93,4827.720000000001,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 4.827,72 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10316,37754.67,35572.44,2182.229999999996,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 2.182,23 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10317,38379.98,36097.09,2282.8900000000067,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 2.282,89 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10318,38263.69,32690.36,5573.330000000002,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 5.573,33 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10319,37006.24,33259.44,3746.7999999999956,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 3.746,80 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10320,37816.26,33890.16,3926.0999999999985,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 3.926,10 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10321,34370.76,29238.78,5131.980000000003,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 5.131,98 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10322,38775,34041.36,4733.639999999999,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 4.733,64 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10323,38029.39,34455.8,3573.5899999999965,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 3.573,59 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10401,31981.19,30383.16,1598.0299999999988,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 1.598,03 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10402,32590.62,27926.26,4664.360000000001,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 4.664,36 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10403,35870.22,30918.49,4951.73,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 4.951,73 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10404,33737.2,28510.6,5226.5999999999985,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 5.226,60 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10405,34228.17,31074.59,3153.579999999998,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 3.153,58 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10406,34776.99,34079.86,697.1299999999974,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'>   697,13 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10407,36089.91,33270.88,2819.030000000006,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 2.819,03 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10408,33870.16,31288.61,2581.550000000003,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 2.581,55 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10409,34647.72,28524.21,6123.510000000002,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 6.123,51 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10410,33072.72,29043.68,4029.040000000001,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 4.029,04 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10411,34832.33,27494.64,7337.690000000002,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 7.337,69 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10412,33355.99,28254.74,5101.249999999996,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 5.101,25 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10413,36471.46,27416.2,9055.259999999998,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 9.055,26 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10414,34166.01,28757.07,5408.940000000002,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 5.408,94 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10415,36752.09,33817.9,2934.189999999995,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 2.934,19 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10416,33552.93,30155.12,3397.8100000000013,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 3.397,81 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10417,33173.84,30819.06,2354.779999999995,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 2.354,78 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10418,30838.54,30196.5,642.0400000000009,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'>   642,04 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10419,35400.51,28088.29,7312.220000000001,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 7.312,22 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10420,41179.43,33945.03,7234.4000000000015,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 7.234,40 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10421,32179.55,29932.81,2246.739999999998,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 2.246,74 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10422,32284.55,23167.28,9117.27,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 9.117,27 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10423,27354.31,25009.58,2344.7299999999996,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 2.344,73 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10424,31789.77,28767.86,3021.91,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 3.021,91 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10425,32594.16,30659.09,1935.0699999999997,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 1.935,07 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10426,35418.83,28588.68,6830.1500000000015,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 6.830,15 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10427,33505.66,30260.34,3245.3200000000033,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 3.245,32 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10428,34555.75,32022.29,2533.459999999999,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 2.533,46 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10501,32952.91,29367.56,3585.350000000002,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 3.585,35 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10502,32311.82,27175.5,5136.32,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 5.136,32 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10503,32471.73,28344.23,4127.5,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 4.127,50 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10504,32066.2,28212.62,3853.5800000000017,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 3.853,58 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10505,31481.91,27761.82,3720.09,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 3.720,09 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10506,32056.73,27204.2,4852.529999999999,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 4.852,53 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10507,33149.12,26664.28,6484.840000000004,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 6.484,84 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10508,33922.56,28902.13,5020.429999999997,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 5.020,43 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10509,32562.59,30184.3,2378.290000000001,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 2.378,29 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10510,31946.44,27945.22,4001.2199999999975,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 4.001,22 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10511,32963.05,30892.74,2070.3100000000013,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 2.070,31 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10512,32190.08,27319.31,4870.77,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 4.870,77 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10601,36381.62,31415.48,4966.140000000003,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 4.966,14 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10602,37629.14,30233.55,7395.59,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 7.395,59 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10603,34107.94,30342.06,3765.880000000001,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 3.765,88 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10604,32923.25,31468.88,1454.369999999999,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 1.454,37 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10605,38277.43,30396.68,7880.75,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 7.880,75 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10606,33617.73,31585.37,2032.3600000000042,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 2.032,36 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10607,34384.45,29966.31,4418.139999999996,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 4.418,14 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10608,37074.53,34233.98,2840.5499999999956,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 2.840,55 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10609,36809.16,33641.72,3167.4400000000023,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 3.167,44 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10610,36271.28,29362.18,6909.0999999999985,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 6.909,10 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10611,36889.52,34049.61,2839.909999999996,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 2.839,91 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10612,37493.97,32281.69,5212.2800000000025,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 5.212,28 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10613,31908.89,31328.27,580.619999999999,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'>   580,62 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10614,33380.85,34556.89,-1176.0400000000009,Frauen mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 1.176,04 €</span><span style='font-size: 1rem; color:#000'>mehr</span></span>"
10615,35763.86,30230.49,5533.369999999999,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 5.533,37 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10616,34122.11,30880.47,3241.6399999999994,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 3.241,64 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10617,36301.55,34339.07,1962.4800000000032,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 1.962,48 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10618,34038.3,33631.78,406.5200000000041,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'>   406,52 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10619,35292.2,32430.22,2861.979999999996,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 2.861,98 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10701,34103.29,29374.1,4729.190000000002,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 4.729,19 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10702,34988.47,32606.5,2381.970000000001,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 2.381,97 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10703,36680.06,32449.96,4230.0999999999985,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 4.230,10 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10704,34457.65,31422.36,3035.290000000001,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 3.035,29 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10705,34177.2,31665.65,2511.5499999999956,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 2.511,55 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10706,36340.11,29617.6,6722.510000000002,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 6.722,51 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10707,35315.35,32284.55,3030.7999999999993,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 3.030,80 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10708,35022.99,33482.66,1540.3299999999945,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 1.540,33 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10709,37501.42,34231.97,3269.449999999997,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 3.269,45 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10710,39890.19,31258.09,8632.100000000002,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 8.632,10 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10711,36015.76,31587.32,4428.440000000002,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 4.428,44 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10712,34512.58,31687.42,2825.1600000000035,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 2.825,16 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10713,38981.98,33931.11,5050.870000000003,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 5.050,87 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10714,35747.95,32228.69,3519.2599999999984,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 3.519,26 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10715,38292.89,32394.96,5897.93,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 5.897,93 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10716,33499.81,30646.55,2853.2599999999984,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 2.853,26 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10717,34530.98,29876.78,4654.200000000004,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 4.654,20 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10718,37467.78,34273.65,3194.1299999999974,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 3.194,13 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
10719,39533.54,31002.05,8531.490000000002,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 8.531,49 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
