gkz,Männer,Frauen,diff,class,text
40439,35062.69,27417.83,7644.860000000001,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 7.644,86 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40440,34103.69,31650.01,2453.680000000004,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 2.453,68 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40441,34918.88,28330.93,6587.949999999997,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 6.587,95 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40442,37070.42,29392.5,7677.919999999998,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 7.677,92 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40443,34031.66,29714.86,4316.800000000003,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 4.316,80 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40444,35220.97,28503.4,6717.57,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 6.717,57 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40445,35788.25,33161.2,2627.050000000003,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 2.627,05 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40446,33602.95,27687.19,5915.759999999998,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 5.915,76 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40501,38437.62,32666.51,5771.110000000004,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 5.771,11 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40502,36461.89,27452.66,9009.23,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 9.009,23 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40503,31608.66,27691.94,3916.720000000001,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 3.916,72 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40504,36439.99,31004.9,5435.0899999999965,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 5.435,09 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40505,34933.21,28489.21,6444,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 6.444,00 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40506,36146.87,29264.5,6882.370000000003,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 6.882,37 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40507,36754.29,30596.78,6157.510000000002,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 6.157,51 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40508,35625.65,29179.5,6446.1500000000015,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 6.446,15 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40509,36491.04,30301.44,6189.600000000002,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 6.189,60 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40510,35032.37,30747.33,4285.040000000001,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 4.285,04 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40511,37609.76,31322,6287.760000000002,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 6.287,76 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40512,36388.84,27697.67,8691.169999999998,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 8.691,17 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40601,36639.58,29750.9,6888.68,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 6.888,68 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40602,35925.17,28326.38,7598.789999999997,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 7.598,79 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40603,38449.55,31453.48,6996.070000000003,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 6.996,07 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40604,40787.08,32079.35,8707.730000000003,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 8.707,73 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40605,38725.78,30042.1,8683.68,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 8.683,68 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40606,33967.11,30276.73,3690.380000000001,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 3.690,38 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40607,39283.95,32498.03,6785.919999999998,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 6.785,92 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40608,35838.09,25874.08,9964.009999999995,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 9.964,01 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40609,38740.37,27402.61,11337.760000000002,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'>11.337,76 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40610,36232.82,27129.36,9103.46,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 9.103,46 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40611,31915.32,26015.97,5899.3499999999985,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 5.899,35 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40612,38293.69,32445.23,5848.460000000003,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 5.848,46 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40613,37099.5,25120.27,11979.23,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'>11.979,23 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40614,38812.37,29966.16,8846.210000000003,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 8.846,21 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40615,37990.37,30736.59,7253.7800000000025,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 7.253,78 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40616,34952.07,31224.84,3727.2299999999996,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 3.727,23 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40617,38968.25,28616.96,10351.29,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'>10.351,29 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40618,36923.72,29037.66,7886.060000000001,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 7.886,06 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40619,36517.53,27216.66,9300.869999999999,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 9.300,87 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40620,38165.05,29406.62,8758.430000000004,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 8.758,43 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40621,36417.1,27911.24,8505.859999999997,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 8.505,86 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40622,40841.74,30793.88,10047.859999999997,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'>10.047,86 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40623,39382.49,28992.61,10389.879999999997,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'>10.389,88 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40624,41238.91,31944.22,9294.690000000002,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 9.294,69 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40625,36389.09,28031.66,8357.429999999997,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 8.357,43 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40626,34399.08,27367.28,7031.800000000003,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 7.031,80 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40627,37440.24,30738.03,6702.209999999999,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 6.702,21 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40701,38494.32,34007.43,4486.889999999999,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 4.486,89 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40702,35273.64,28403.48,6870.16,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 6.870,16 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40703,32997.16,28060.49,4936.670000000002,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 4.936,67 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40704,34894.77,31625.1,3269.6699999999983,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 3.269,67 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40705,35587.44,31222.79,4364.6500000000015,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 4.364,65 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40706,33491.84,27623.15,5868.689999999995,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 5.868,69 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40707,34579.73,29110.58,5469.1500000000015,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 5.469,15 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40708,38181.41,31306.56,6874.850000000002,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 6.874,85 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40709,32830.53,27063.31,5767.2199999999975,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 5.767,22 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40710,35612.7,28496.9,7115.799999999996,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 7.115,80 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40711,36211.96,28446.59,7765.369999999999,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 7.765,37 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40712,32232.53,27259.6,4972.93,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 4.972,93 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40713,40126.42,31727.4,8399.019999999997,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 8.399,02 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40714,36011.28,29131.08,6880.199999999997,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 6.880,20 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40715,36796.93,30677.19,6119.740000000002,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 6.119,74 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40716,34805.53,30260.92,4544.610000000001,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 4.544,61 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40717,31249.07,26247.93,5001.139999999999,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 5.001,14 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40718,37133.89,29350.17,7783.720000000001,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 7.783,72 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40719,35112.1,29000.47,6111.629999999997,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 6.111,63 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40720,35409.59,29871.47,5538.119999999995,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 5.538,12 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40801,35515.09,26889.64,8625.449999999997,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 8.625,45 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40802,33615,27053.31,6561.689999999999,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 6.561,69 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40804,33181.33,24883.64,8297.690000000002,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 8.297,69 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40805,32834.64,27032.34,5802.299999999999,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 5.802,30 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40806,34182.26,27577.54,6604.720000000001,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 6.604,72 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40807,35259.03,29182.04,6076.989999999998,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 6.076,99 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40808,33816.26,29136.52,4679.740000000002,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 4.679,74 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40809,34197.54,32062.64,2134.9000000000015,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 2.134,90 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40810,37599.03,29162.17,8436.86,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 8.436,86 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40811,35286.74,30351.23,4935.509999999998,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 4.935,51 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40812,36697.97,28970.92,7727.050000000003,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 7.727,05 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40813,34122.14,30538.43,3583.709999999999,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 3.583,71 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40814,36412.89,28413.59,7999.299999999999,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 7.999,30 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40815,33979.47,28921.99,5057.48,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 5.057,48 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40816,34842.59,27339.74,7502.849999999995,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 7.502,85 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40817,33757.19,28406.11,5351.080000000002,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 5.351,08 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40818,33183.02,29296.54,3886.479999999996,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 3.886,48 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40820,37142.41,29154.72,7987.690000000002,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 7.987,69 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40821,37579.38,32056.86,5522.519999999997,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 5.522,52 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40822,33394.56,27255.15,6139.409999999996,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 6.139,41 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40823,35480.01,26061.9,9418.11,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 9.418,11 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40824,37391.68,29167.23,8224.45,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 8.224,45 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40825,36720.43,31681.85,5038.580000000002,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 5.038,58 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40826,36051.37,27278.82,8772.550000000003,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 8.772,55 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40827,35407.27,29624.99,5782.279999999995,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 5.782,28 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40828,34966.59,25772.01,9194.579999999998,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 9.194,58 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40829,35800.54,28019.77,7780.77,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 7.780,77 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40830,39140.32,34064.12,5076.199999999997,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 5.076,20 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40831,34749.35,27320.37,7428.98,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 7.428,98 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40832,38311.77,31734.92,6576.8499999999985,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 6.576,85 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40833,36246.71,30719.08,5527.629999999997,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 5.527,63 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40834,36874.32,28088.97,8785.349999999999,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 8.785,35 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40835,35605.88,28792.07,6813.809999999998,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 6.813,81 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40901,34503.24,27120.06,7383.179999999997,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 7.383,18 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40902,33573.09,27924.98,5648.109999999997,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 5.648,11 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
40903,32241.74,29369.1,2872.640000000003,Männer mehr verdienen,"<span style='text-align: center; font-size: 1rem; display: grid;'><span>Frauen verdienen</span><span style='text-align: center; font-size: 1.1rem;'> 2.872,64 €</span><span style='font-size: 1rem; color:#e59590'>weniger</span></span>"
